REF_PATRON;REF_VARIANTE;EAN;STOCK;NOMBRE;MARCA;IMAGEN;CATEGORIA;CATEGORIA_PADRE;COLOR;TALLAJE
99299;99299.028.1;097512611473;264;"BALÓN VOLEIBOL WILSON SUPER SOFT PLAY SMU";Wilson;https://cdn.jimsports.shop/8/5/5/9/8559.jpg;Balones;Voleibol;Azul;ÚNICA
99301;99301.007.5;097512598279;408;"BALÓN BALONCESTO WILSON NCAA LEGEND BSKT";Wilson;https://cdn.jimsports.shop/8/6/4/8/8648.jpg;Balones;Baloncesto;Naranja;5
99301;99301.007.7;097512598286;391;"BALÓN BALONCESTO WILSON NCAA LEGEND BSKT";Wilson;https://cdn.jimsports.shop/8/6/4/5/8645.jpg;Balones;Baloncesto;Naranja;7
99302;99302.B57.5;887768730727;25;"BALÓN BALONCESTO WILSON SIBUR ECO GAMEBALL";Wilson;https://cdn.jimsports.shop/8/6/8/5/8685.jpg;Balones;Baloncesto;Azul/Naranja;5
99302;99302.B57.6;887768730710;2;"BALÓN BALONCESTO WILSON SIBUR ECO GAMEBALL";Wilson;https://cdn.jimsports.shop/8/6/8/9/8689.jpg;Balones;Baloncesto;Azul/Naranja;6
99302;99302.B57.7;887768730703;197;"BALÓN BALONCESTO WILSON SIBUR ECO GAMEBALL";Wilson;https://cdn.jimsports.shop/8/6/8/7/8687.jpg;Balones;Baloncesto;Azul/Naranja;7
99484;99484.001.1;8445090057732;135;"CARRO PORTABALONES ALUMINIO DELUXE";Softee;https://cdn.jimsports.shop/4/4/1/4/4414.jpg;Portamaterial;Entrenamiento;Negro;ÚNICA
99484;99484.028.1;8445090057749;64;"CARRO PORTABALONES ALUMINIO DELUXE";Softee;https://cdn.jimsports.shop/4/4/1/4/4414.jpg;Portamaterial;Entrenamiento;Azul;ÚNICA
9A3106;9A3106.007.1;8445090095321;762;"CONO FLEXIBLE MITRE 9";Mitre;https://cdn.jimsports.shop/6/1/1/8/6118.jpg;Accesorios;Entrenamiento;Naranja;ÚNICA
A000011;A000011;8445090099909;306;"BALÓN VOLEIBOL SOFTEE ORIX PRIZMA 4";Softee;https://cdn.jimsports.shop/1/0/4/9/4/10494.jpg;Balones;Voleibol;Oro/Azul;4
A000014;;8445090100032;1406;"VOLANTES BADMINTON PLÁSTICO 6UDS";Softee;https://cdn.jimsports.shop/4/6/4/5/4645.jpg;Accesorios;Bádminton;;
A000042;;8445090100353;7;"PANEL DE SEÑALIZACIÓN TRÁFICO DE ADVERTENCIA Nº 1 (SEMÁFORO ROJO)";Softee;https://cdn.jimsports.shop/4/6/4/6/4646.jpg;Accesorios;Psicomotricidad;;
A000043;;8445090100360;7;"PANEL DE SEÑALIZACIÓN TRÁFICO DE ADVERTENCIA Nº 2 (SEMÁFORO AMBAR)";Softee;https://cdn.jimsports.shop/4/6/4/7/4647.jpg;Accesorios;Psicomotricidad;;
A000044;;8445090100377;6;"PANEL DE SEÑALIZACIÓN TRÁFICO DE ADVERTENCIA Nº 3 (SEMÁFORO VERDE)";Softee;https://cdn.jimsports.shop/4/6/4/8/4648.jpg;Accesorios;Psicomotricidad;;
A000045;;8445090100384;7;"PANEL DE SEÑALIZACIÓN TRÁFICO DE ADVERTENCIA Nº 4 (PEATONES VERDE)";Softee;https://cdn.jimsports.shop/4/6/4/9/4649.jpg;Accesorios;Psicomotricidad;;
A000046;;8445090100391;7;"PANEL DE SEÑALIZACIÓN TRÁFICO DE ADVERTENCIA Nº 5 (PEATONES ROJO)";Softee;https://cdn.jimsports.shop/4/6/5/0/4650.jpg;Accesorios;Psicomotricidad;;
A000047;;8445090100438;713;"PACK DE 2 UDS CABLE NYLON PARA ARO BALONCESTO";"Softee Equipment";https://cdn.jimsports.shop/4/6/5/1/4651.jpg;Baloncesto;Equipamiento;;
A000201;;8445090100643;484;"PELOTA BEISBOL 9'";Softee;https://cdn.jimsports.shop/4/6/5/2/4652.jpg;Accesorios;Béisbol;;
A000202;;8445090100650;1259;"PELOTA SOFTBOL 12'";Softee;https://cdn.jimsports.shop/4/6/5/3/4653.jpg;Accesorios;Béisbol;;
A000203;;8445090100667;106;"GUANTE BÉISBOL PVC 11'";Softee;https://cdn.jimsports.shop/4/6/5/4/4654.jpg;Complementos;Béisbol;;
A000204;;8445090100674;86;"GUANTE BÉISBOL PU 11'";Softee;https://cdn.jimsports.shop/4/6/5/5/4655.jpg;Complementos;Béisbol;;
A000205;;8445090100681;98;"GUANTE BÉISBOL PU 12'";Softee;https://cdn.jimsports.shop/4/6/5/6/4656.jpg;Complementos;Béisbol;;
A000213;;8445090102036;154;"PIZARRA FÚTBOL PLEGABLE 60X90CM";Softee;https://cdn.jimsports.shop/4/6/5/8/4658.jpg;"Complementos entrenador";Entrenamiento;;
A000225;A000225.001.L;8445090110390;0;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/2/4/8724.jpg;Textil;Equipaciones;Negro;L
A000225;A000225.001.M;8445090110406;614;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/2/4/8724.jpg;Textil;Equipaciones;Negro;M
A000225;A000225.001.S;8445090110413;494;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/2/4/8724.jpg;Textil;Equipaciones;Negro;S
A000225;A000225.002.L;8445090110420;16;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/4/1/8741.jpg;Textil;Equipaciones;Blanco;L
A000225;A000225.002.M;8445090110437;866;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/4/1/8741.jpg;Textil;Equipaciones;Blanco;M
A000225;A000225.002.S;8445090110444;563;"PAR DE MEDIAS FÚTBOL SOFTEE SIN PIE";Softee;https://cdn.jimsports.shop/8/7/4/1/8741.jpg;Textil;Equipaciones;Blanco;S
A000227;A000227.001.2;8445090101756;336;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/1/0/5/1/3/10513.jpg;Textil;Casual;Negro;S
A000227;A000227.001.3;8445090101763;732;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/1/0/5/1/3/10513.jpg;Textil;Casual;Negro;M
A000227;A000227.001.4;8445090101770;1153;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/1/0/5/1/3/10513.jpg;Textil;Casual;Negro;L
A000227;A000227.001.5;8445090101787;729;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/1/0/5/1/3/10513.jpg;Textil;Casual;Negro;XL
A000227;A000227.001.6;8445090101794;431;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/1/0/5/1/3/10513.jpg;Textil;Casual;Negro;XXL
A000227;A000227.009.32;8445090155742;251;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Marino;S
A000227;A000227.009.33;8445090155759;483;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Marino;M
A000227;A000227.009.34;8445090155766;854;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Marino;L
A000227;A000227.009.35;8445090155773;529;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Marino;XL
A000227;A000227.009.36;8445090155780;228;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Marino;XXL
A000227;A000227.011.32;8445090155797;231;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Gris;S
A000227;A000227.011.33;8445090155803;529;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Gris;M
A000227;A000227.011.34;8445090155810;866;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Gris;L
A000227;A000227.011.35;8445090155827;502;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Gris;XL
A000227;A000227.011.36;8445090155834;238;"PANTALÓN ROX R-COMPACT ADULTO";Rox;https://cdn.jimsports.shop/6/2/2/9/6229.jpg;Textil;Casual;Gris;XXL
A000231;;8445090101916;437;"BOTELLA TÉRMICA VIBOR-A";Vibor-A;https://cdn.jimsports.shop/6/2/3/0/6230.jpg;Accesorios;Pádel;;
A000232;A000232.001.10;8445090101930;246;"PANTALÓN ROX R-COMPACT INFANTIL";Rox;https://cdn.jimsports.shop/6/2/3/1/6231.jpg;Textil;Casual;Negro;"12 Años"
A000232;A000232.001.11;8445090101947;214;"PANTALÓN ROX R-COMPACT INFANTIL";Rox;https://cdn.jimsports.shop/6/2/3/1/6231.jpg;Textil;Casual;Negro;"14 Años"
A000232;A000232.001.7;8445090101954;256;"PANTALÓN ROX R-COMPACT INFANTIL";Rox;https://cdn.jimsports.shop/6/2/3/1/6231.jpg;Textil;Casual;Negro;"6 Años"
A000232;A000232.001.8;8445090101961;158;"PANTALÓN ROX R-COMPACT INFANTIL";Rox;https://cdn.jimsports.shop/6/2/3/1/6231.jpg;Textil;Casual;Negro;"8 Años"
A000232;A000232.001.9;8445090101978;138;"PANTALÓN ROX R-COMPACT INFANTIL";Rox;https://cdn.jimsports.shop/6/2/3/1/6231.jpg;Textil;Casual;Negro;"10 Años"
A000261;;8445090102029;976;"PULPO ELÁSTICO 4 METROS";Softee;https://cdn.jimsports.shop/6/2/3/3/6233.jpg;Accesorios;Atletismo;;
A000271;;8445090102517;0;"MESA ANOTADORES BASIC FENÓLICO 8MM BLANCO";Fenomel;https://cdn.jimsports.shop/6/2/3/5/6235.jpg;Baloncesto;Equipamiento;;
A000272;;8445090102531;0;"MESA ANOTADORES COMPLETA FENÓLICO 8MM BLANCO";Fenomel;https://cdn.jimsports.shop/6/2/3/6/6236.jpg;Baloncesto;Equipamiento;;
A000273;;8445090102500;0;"MESA ANOTADORES BASIC FENÓLICO 12MM COLOR";Fenomel;https://cdn.jimsports.shop/6/2/3/7/6237.jpg;Baloncesto;Equipamiento;;
A000274;;8445090102524;0;"MESA ANOTADORES COMPLETA FENÓLICO 12MM COLOR";Fenomel;https://cdn.jimsports.shop/6/2/3/8/6238.jpg;Baloncesto;Equipamiento;;
A000279;;8445090102616;96;"AGARRE TRES POSICIONES DORSAL";Softee;https://cdn.jimsports.shop/6/2/3/9/6239.jpg;Musculación;Fitness;;
A000280;;8445090102623;264;"AGARRE MULTI-EJERCICIOS";Softee;https://cdn.jimsports.shop/6/2/4/0/6240.jpg;Musculación;Fitness;;
A000304;;8445090105082;4;"FUTBOLÍN TORNEO";Softee;https://cdn.jimsports.shop/6/2/4/5/6245.jpg;Mesas;"Juegos de salón";;
A000305;;8445090105099;43;"BILLAR REVOLUTION";Softee;https://cdn.jimsports.shop/6/2/4/6/6246.jpg;Mesas;"Juegos de salón";;
A000306;;8445090105105;47;"MULTIGAME EVOLUTION";Softee;https://cdn.jimsports.shop/6/2/4/7/6247.jpg;Mesas;"Juegos de salón";;
A000307;;8445090105112;4;"MESA AIR HOCKEY EVOLUTION";Softee;https://cdn.jimsports.shop/6/2/4/8/6248.jpg;Mesas;"Juegos de salón";;
A000308;;8445090105129;3;"FUTBOLÍN PLEGABLE EVOLUTION";Softee;https://cdn.jimsports.shop/6/2/4/9/6249.jpg;Mesas;"Juegos de salón";;
A000310;;8445090105143;23;"FUTBOLÍN EVOLUTION";Softee;https://cdn.jimsports.shop/6/2/5/0/6250.jpg;Mesas;"Juegos de salón";;
A000315;;7300009080281;817;"TOTALSPIN 4ON";4on;https://cdn.jimsports.shop/6/2/5/1/6251.jpg;Accesorios;Pádel;;
A000330;;8445090109813;15;"REPUESTO PARA ESPALDERA SIMPLE";"Softee Equipment";https://cdn.jimsports.shop/6/2/6/1/6261.jpg;Gimnasia;Equipamiento;;
A000331;;8445090109820;70;"REPUESTO PARA ESPALDERA DOBLE";"Softee Equipment";https://cdn.jimsports.shop/6/2/6/2/6262.jpg;Gimnasia;Equipamiento;;
A000333;A000333.795.1;8445090109929;180;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/2/8502.jpg;Textil;Casual;Blanco/Azul/Rojo;35-38
A000333;A000333.795.2;8445090109936;540;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/2/8502.jpg;Textil;Casual;Blanco/Azul/Rojo;39-42
A000333;A000333.795.3;8445090109943;369;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/2/8502.jpg;Textil;Casual;Blanco/Azul/Rojo;43-46
A000333;A000333.A08.1;8445090109950;107;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/9/8509.jpg;Textil;Casual;Blanco/Negro;35-38
A000333;A000333.A08.2;8445090109967;287;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/9/8509.jpg;Textil;Casual;Blanco/Negro;39-42
A000333;A000333.A08.3;8445090109974;243;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/0/9/8509.jpg;Textil;Casual;Blanco/Negro;43-46
A000333;A000333.A37.1;8445090109981;190;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/1/2/8512.jpg;Textil;Casual;Blanco/Rojo;35-38
A000333;A000333.A37.2;8445090109998;560;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/1/2/8512.jpg;Textil;Casual;Blanco/Rojo;39-42
A000333;A000333.A37.3;8445090110000;375;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/1/2/8512.jpg;Textil;Casual;Blanco/Rojo;43-46
A000333;A000333.A80.1;8445090110017;85;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/2/7/8527.jpg;Textil;Casual;Negro/Blanco;35-38
A000333;A000333.A80.2;8445090110024;395;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/2/7/8527.jpg;Textil;Casual;Negro/Blanco;39-42
A000333;A000333.A80.3;8445090110031;247;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/2/7/8527.jpg;Textil;Casual;Negro/Blanco;43-46
A000333;A000333.A93.1;8445090110048;146;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/3/4/8534.jpg;Textil;Casual;Blanco/Verde;35-38
A000333;A000333.A93.2;8445090110055;502;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/3/4/8534.jpg;Textil;Casual;Blanco/Verde;39-42
A000333;A000333.A93.3;8445090110062;343;"CALCETINES SOFTEE CLASSIC";Softee;https://cdn.jimsports.shop/8/5/3/4/8534.jpg;Textil;Casual;Blanco/Verde;43-46
A000334;A000334.A08.1;8445090110079;183;"CALCETINES SOFTEE ORIGINAL";Softee;https://cdn.jimsports.shop/8/4/9/4/8494.jpg;Textil;Casual;Blanco/Negro;35-38
A000334;A000334.A08.2;8445090110086;421;"CALCETINES SOFTEE ORIGINAL";Softee;https://cdn.jimsports.shop/8/4/9/4/8494.jpg;Textil;Casual;Blanco/Negro;39-42
A000334;A000334.A08.3;8445090110093;312;"CALCETINES SOFTEE ORIGINAL";Softee;https://cdn.jimsports.shop/8/4/9/4/8494.jpg;Textil;Casual;Blanco/Negro;43-46
A000335;A000335.002.1;8445090110109;50;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/8/4/7/4/8474.jpg;Textil;Casual;Blanco;35-38
A000335;A000335.002.2;8445090110116;216;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/8/4/7/4/8474.jpg;Textil;Casual;Blanco;39-42
A000335;A000335.002.3;8445090110123;203;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/8/4/7/4/8474.jpg;Textil;Casual;Blanco;43-46
A000335;A000335.003.1;8445090146375;300;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/6/2/6/9/6269.jpg;Textil;Casual;Rojo;35-38
A000335;A000335.003.2;8445090146382;500;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/6/2/6/9/6269.jpg;Textil;Casual;Rojo;39-42
A000335;A000335.003.3;8445090146399;400;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/6/2/6/9/6269.jpg;Textil;Casual;Rojo;43-46
A000335;A000335.005.1;8445090146405;300;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/6/7/13867.jpg;Textil;Casual;Amarillo;35-38
A000335;A000335.005.2;8445090146412;500;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/6/7/13867.jpg;Textil;Casual;Amarillo;39-42
A000335;A000335.005.3;8445090146429;400;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/6/7/13867.jpg;Textil;Casual;Amarillo;43-46
A000335;A000335.028.1;8445090146436;299;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/8/1/13881.jpg;Textil;Casual;Azul;35-38
A000335;A000335.028.2;8445090146443;499;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/8/1/13881.jpg;Textil;Casual;Azul;39-42
A000335;A000335.028.3;8445090146450;399;"CALCETINES SOFTEE GRIP";Softee;https://cdn.jimsports.shop/1/3/8/8/1/13881.jpg;Textil;Casual;Azul;43-46
A000336;A000336.001.1;8445090110130;25;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/8/0/8480.jpg;Textil;Casual;Negro;35-38
A000336;A000336.001.2;8445090110147;373;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/8/0/8480.jpg;Textil;Casual;Negro;39-42
A000336;A000336.001.3;8445090110154;398;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/8/0/8480.jpg;Textil;Casual;Negro;43-46
A000336;A000336.002.1;8445090110161;54;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/9/2/8492.jpg;Textil;Casual;Blanco;35-38
A000336;A000336.002.2;8445090110178;593;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/9/2/8492.jpg;Textil;Casual;Blanco;39-42
A000336;A000336.002.3;8445090110185;426;"CALCETINES SOFTEE GRIP POSITIVE";Softee;https://cdn.jimsports.shop/8/4/9/2/8492.jpg;Textil;Casual;Blanco;43-46
A000337;A000337.211.1;8445090124755;224;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/4/4/9644.jpg;Textil;Pádel;Blanco/Gris;35-38
A000337;A000337.211.2;8445090124762;156;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/4/4/9644.jpg;Textil;Pádel;Blanco/Gris;39-42
A000337;A000337.211.3;8445090124779;193;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/4/4/9644.jpg;Textil;Pádel;Blanco/Gris;43-46
A000337;A000337.A17.1;8445090124793;273;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/7/9637.jpg;Textil;Pádel;Gris/Negro;35-38
A000337;A000337.A17.2;8445090124809;405;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/7/9637.jpg;Textil;Pádel;Gris/Negro;39-42
A000337;A000337.A17.3;8445090124816;271;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/7/9637.jpg;Textil;Pádel;Gris/Negro;43-46
A000337;A000337.A18.1;8445090110192;129;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/5/3/9/9539.jpg;Textil;Pádel;Negro/Gris;35-38
A000337;A000337.A18.2;8445090110727;353;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/5/3/9/9539.jpg;Textil;Pádel;Negro/Gris;39-42
A000337;A000337.A18.3;8445090110208;86;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/5/3/9/9539.jpg;Textil;Pádel;Negro/Gris;43-46
A000337;A000337.A87.1;8445090124847;280;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/1/9631.jpg;Textil;Pádel;Rojo/Gris;35-38
A000337;A000337.A87.2;8445090124854;410;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/1/9631.jpg;Textil;Pádel;Rojo/Gris;39-42
A000337;A000337.A87.3;8445090124861;326;"CALCETINES ENEBE FUTURE";Enebe;https://cdn.jimsports.shop/9/6/3/1/9631.jpg;Textil;Pádel;Rojo/Gris;43-46
A000338;A000338.002.1;8445090110222;630;"CALCETINES SOFTEE WORLD CHAMPION";Softee;https://cdn.jimsports.shop/8/2/2/6/8226.jpg;Textil;Casual;Blanco;35-38
A000338;A000338.002.2;8445090110239;400;"CALCETINES SOFTEE WORLD CHAMPION";Softee;https://cdn.jimsports.shop/8/2/2/6/8226.jpg;Textil;Casual;Blanco;39-42
A000338;A000338.002.3;8445090110246;399;"CALCETINES SOFTEE WORLD CHAMPION";Softee;https://cdn.jimsports.shop/8/2/2/6/8226.jpg;Textil;Casual;Blanco;43-46
A000339;A000339;8445090110468;28;"TAPIZ 200X150X4CM AZUL";Softee;https://cdn.jimsports.shop/6/2/7/3/6273.jpg;Accesorios;Natación;Azul;"200X150X4 cm"
A000340;A000340.028.2C;8445090110451;62;"TAPIZ 200X150X2CM AZUL";Softee;https://cdn.jimsports.shop/6/2/7/5/6275.jpg;Accesorios;Natación;Azul;"200X150X2 cm"
A000341;A000341;8445090110475;70;"TAPIZ 200X150X5CM DE GROSOR";Softee;https://cdn.jimsports.shop/6/2/7/8/6278.jpg;Accesorios;Natación;Azul/Blanco/Azul;"200X150X5 cm"
A000342;A000342.UNI.1;8445090110482;518;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA ALTA";Softee;https://cdn.jimsports.shop/6/2/7/7/6277.jpg;Textil;Casual;Único;35-38
A000342;A000342.UNI.2;8445090110499;1923;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA ALTA";Softee;https://cdn.jimsports.shop/6/2/7/7/6277.jpg;Textil;Casual;Único;39-42
A000342;A000342.UNI.3;8445090110505;1248;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA ALTA";Softee;https://cdn.jimsports.shop/6/2/7/7/6277.jpg;Textil;Casual;Único;43-46
A000343;A000343.UNI.1;8445090110512;336;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA BAJA";Softee;https://cdn.jimsports.shop/6/2/7/6/6276.jpg;Textil;Casual;Único;35-38
A000343;A000343.UNI.2;8445090110529;706;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA BAJA";Softee;https://cdn.jimsports.shop/6/2/7/6/6276.jpg;Textil;Casual;Único;39-42
A000343;A000343.UNI.3;8445090110536;522;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA BAJA";Softee;https://cdn.jimsports.shop/6/2/7/6/6276.jpg;Textil;Casual;Único;43-46
A000344;A000344.UNI.1;8445090110543;109;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA MEDIA";Softee;https://cdn.jimsports.shop/6/2/7/9/6279.jpg;Textil;Casual;Único;35-38
A000344;A000344.UNI.2;8445090110550;749;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA MEDIA";Softee;https://cdn.jimsports.shop/6/2/7/9/6279.jpg;Textil;Casual;Único;39-42
A000344;A000344.UNI.3;8445090110567;549;"PACK 3 PARES CALCETINES SOFTEE RACE CAÑA MEDIA";Softee;https://cdn.jimsports.shop/6/2/7/9/6279.jpg;Textil;Casual;Único;43-46
A000345;A000345.UNI.1;8445090110574;343;"PACK 3 PARES CALCETINES SOFTEE RACE TOBILLEROS";Softee;https://cdn.jimsports.shop/6/2/8/0/6280.jpg;Textil;Casual;Único;35-38
A000345;A000345.UNI.2;8445090110581;1232;"PACK 3 PARES CALCETINES SOFTEE RACE TOBILLEROS";Softee;https://cdn.jimsports.shop/6/2/8/0/6280.jpg;Textil;Casual;Único;39-42
A000345;A000345.UNI.3;8445090110598;875;"PACK 3 PARES CALCETINES SOFTEE RACE TOBILLEROS";Softee;https://cdn.jimsports.shop/6/2/8/0/6280.jpg;Textil;Casual;Único;43-46
A000346;A000346.UNI.1;8445090110604;884;"PACK 2 PARES CALCETINES ROX R-ORIGINAL CAÑA ALTA";Rox;https://cdn.jimsports.shop/8/7/2/5/8725.jpg;Textil;Casual;Único;35-38
A000346;A000346.UNI.2;8445090110611;1523;"PACK 2 PARES CALCETINES ROX R-ORIGINAL CAÑA ALTA";Rox;https://cdn.jimsports.shop/8/7/2/5/8725.jpg;Textil;Casual;Único;39-42
A000346;A000346.UNI.3;8445090110628;1281;"PACK 2 PARES CALCETINES ROX R-ORIGINAL CAÑA ALTA";Rox;https://cdn.jimsports.shop/8/7/2/5/8725.jpg;Textil;Casual;Único;43-46
A000358;;8445090110734;2;"LOSETA PROTECCIÓN AZUL 97X97CM";Softee;https://cdn.jimsports.shop/6/2/8/4/6284.jpg;Colchonetas;Equipamiento;;
A000359;;8445090110741;3;"LOSETA PROTECCIÓN  AZUL 49X49CM";Softee;https://cdn.jimsports.shop/6/2/8/5/6285.jpg;Colchonetas;Equipamiento;;
A000372;;8445090110772;53;"TABLA NATACIÓN CON VENTANAS TRIATLON";Softee;https://cdn.jimsports.shop/6/2/8/6/6286.jpg;Accesorios;Natación;;
A000373;;8445090110789;23;"TAPIZ CON AGUJEROS PARA FRITAS (150X100 CM)";Softee;https://cdn.jimsports.shop/6/2/8/7/6287.jpg;Accesorios;Natación;;
A000374;;8445090110796;25;"TAPIZ 150X100X4CM DE GROSOR";Softee;https://cdn.jimsports.shop/6/2/8/8/6288.jpg;Accesorios;Natación;;
A000375;;8445090110802;52;"TAPIZ CON FORMA PIE 3CM BICOLOR";Softee;https://cdn.jimsports.shop/6/2/8/9/6289.jpg;Accesorios;Natación;;
A000376;;8445090110819;40;"TAPIZ CON FORMA MANO 3CM BICOLOR";Softee;https://cdn.jimsports.shop/6/2/9/0/6290.jpg;Accesorios;Natación;;
A000377;;8445090110826;27;"TAPIZ CON FORMA FANTASMA 3CM BICOLOR";Softee;https://cdn.jimsports.shop/6/2/9/1/6291.jpg;Accesorios;Natación;;
A000378;;8445090110833;25;"TAPIZ CON FORMA OSITO 3CM BICOLOR";Softee;https://cdn.jimsports.shop/6/2/9/2/6292.jpg;Accesorios;Natación;;
A000379;;8445090110840;20;"TAPIZ RELAJACIÓN 4CM";Softee;https://cdn.jimsports.shop/6/2/9/3/6293.jpg;Accesorios;Natación;;
A000380;;8445090110857;16;"TAPIZ CIRCULAR 4CM";Softee;https://cdn.jimsports.shop/6/2/9/4/6294.jpg;Accesorios;Natación;;
A000381;;8445090110864;5;"TAPIZ 150X100X5CM DE GROSOR";Softee;https://cdn.jimsports.shop/6/2/9/5/6295.jpg;Accesorios;Natación;;
